matchid,accountid,assists,deaths,denies,firstblood,gpm,herodamage,heroheal,heroid,kills,last_hits,level,obsplaced,rune_pickups,kpm,senplaced,towerdamage,killbytower,xpm,name,duration,radiwin,win,totalgold,totalxp,kda,neukill,towerkill,courkill,lanekill,herokill,obskill,senkill,roshankill,necrokill,ancikill,obsuse,senuse,roam,obspurch,senpurch,tppurch,tenxp,tengold,tendn,tefipar,laneff,apm
3539833160,107803494,7,2,13,0,582,17924,0,43,9,258,22,0,8,0.24635036496350365,0,5427,4,599,Ori,2192,False,1,21262,21883,5,56,4,0,198,9,0,0,0,0,0,1,0,False,0,0,10,2516,2297,6,0.55172414,0.7174743615523829,447
3539645043,107803494,4,5,24,1,434,8747,0,76,4,230,18,0,5,0.11310084825636192,0,410,1,420,Ori,2122,True,0,15349,14854,1,53,1,0,196,4,0,0,0,0,0,0,0,False,0,0,9,3261,2643,15,0.4,0.7844359541524231,409
3500808603,107803494,5,3,24,0,485,11510,0,9,9,256,20,0,8,0.2553191489361702,0,1803,2,508,Ori,2115,True,0,17096,17907,3,42,2,0,206,9,0,0,0,0,9,0,0,False,0,0,10,2760,2912,19,0.7777778,0.816207520611301,416
3500681821,107803494,4,2,24,0,452,13834,0,43,4,361,23,0,6,0.08586762075134168,0,612,1,480,Ori,2795,True,0,21055,22360,2,84,1,0,283,4,0,1,0,0,9,0,0,False,0,0,7,2237,2151,13,0.47058824,0.6746430725919967,413
3497321153,107803494,1,2,10,0,417,19470,0,43,4,260,19,0,5,0.10225820195994886,0,1741,0,400,Ori,2347,True,0,16311,15646,1,35,0,0,228,4,1,0,0,0,4,0,0,False,0,0,6,3213,1997,10,0.3846154,0.6253770359943696,426
3497210298,107803494,1,3,9,0,575,32143,1791,36,7,442,25,0,9,0.16030534351145037,0,2144,3,632,Ori,2620,True,0,25108,27597,2,108,3,0,327,7,3,4,0,0,3,0,0,False,0,0,8,3159,2475,7,0.5714286,0.7755881761512166,443
3490438362,107803494,8,4,7,0,479,40359,0,106,6,338,24,0,16,0.13220712449504224,0,1610,2,564,Ori,2723,True,0,21738,25596,2,48,2,0,280,6,0,0,0,2,0,0,0,False,0,0,3,2944,2443,3,0.7777778,0.7025940076412628,427
3490280349,107803494,8,6,8,0,533,36411,0,106,7,488,25,0,11,0.12578616352201258,0,1519,1,578,Ori,3339,True,0,29661,32165,2,66,1,0,425,7,1,0,0,0,0,0,0,False,0,0,1,3408,2935,6,0.75,0.7247134526442791,400
3490111603,107803494,21,1,7,0,504,25904,0,106,9,167,21,0,16,0.31413612565445026,0,930,1,653,Ori,1719,False,1,14439,18708,15,41,1,0,120,9,0,0,0,0,5,0,0,False,0,0,6,2242,1757,7,0.7894737,0.6810778202292379,471
3490018411,107803494,11,2,12,0,493,13724,0,39,10,145,18,0,11,0.39011703511053314,0,56,0,567,Ori,1538,False,1,12637,14534,7,17,0,0,122,10,0,0,1,0,0,0,0,False,0,0,7,2601,2297,8,0.6363636,0.6895234265031168,390
