matchid,accountid,assists,deaths,denies,firstblood,gpm,herodamage,heroheal,heroid,kills,last_hits,level,obsplaced,rune_pickups,kpm,senplaced,towerdamage,killbytower,xpm,name,duration,radiwin,win,totalgold,totalxp,kda,neukill,towerkill,courkill,lanekill,herokill,obskill,senkill,roshankill,necrokill,ancikill,obsuse,senuse,roam,obspurch,senpurch,tppurch,tenxp,tengold,tendn,tefipar,laneff,apm
3593194086,106573901,14,3,18,0,544,23773,0,47,10,243,23,0,3,0.2578427159432746,0,2199,2,572,No[o]ne-,2327,False,1,21098,22184,6,48,2,0,203,10,0,0,0,0,9,0,0,False,0,0,6,2735,2816,11,0.8,0.7926804745626382,430
3592614727,106573901,10,1,9,0,484,11344,0,52,5,210,21,0,2,0.1579778830963665,0,3614,4,596,No[o]ne-,1899,True,1,15318,18863,7,82,4,0,117,5,0,0,1,0,0,0,0,False,0,0,7,2250,2159,5,0.625,0.6173336014478182,449
3592440441,106573901,16,2,32,0,1051,73712,0,94,15,1379,25,0,12,0.21136683889149835,0,5130,5,773,No[o]ne-,4258,False,0,74585,54857,10,257,5,0,1020,16,1,1,1,0,50,0,0,False,1,6,5,1642,2146,14,0.7380952,0.6824854212748844,378
3592347071,106573901,12,1,52,0,597,24781,0,76,12,253,23,1,3,0.3456553048487758,1,2752,1,666,No[o]ne-,2083,True,1,20725,23121,12,43,1,0,240,12,0,2,0,0,3,1,0,False,0,0,6,2071,1958,16,0.7058824,0.6577518600442389,425
3576333193,106573901,16,8,21,0,608,38590,0,47,15,382,25,0,10,0.31490552834149754,0,2826,2,652,No[o]ne-,2858,False,0,28961,31056,3,144,2,0,244,15,1,1,0,0,26,0,0,False,0,0,10,1598,2203,4,0.8857143,0.6470943092700583,373
3576241375,106573901,11,7,18,0,498,15394,0,47,8,127,18,0,3,0.2755453501722159,0,2857,2,511,No[o]ne-,1742,False,1,14458,14836,2,13,2,0,117,8,1,0,0,0,0,0,0,False,0,0,6,1592,1605,6,0.57575756,0.4984918560225216,421
3576150500,106573901,3,4,23,0,463,10931,0,19,3,179,16,0,2,0.12903225806451613,0,329,0,494,No[o]ne-,1395,False,0,10764,11485,1,58,0,0,137,3,1,0,1,0,6,0,0,False,0,0,7,2299,2397,18,0.75,0.7952945907902674,419
3576001184,106573901,8,10,7,0,446,13849,0,49,4,240,22,0,7,0.08599068434252956,0,1928,4,440,No[o]ne-,2791,True,0,20746,20467,1,68,4,0,153,4,1,3,0,0,6,0,0,False,0,0,17,1507,1481,1,0.5714286,0.4892419062939875,371
3574837639,106573901,4,0,20,0,705,17719,0,19,8,229,20,0,7,0.29179331306990886,0,6599,5,638,No[o]ne-,1645,False,1,19328,17491,12,89,5,1,146,8,0,0,1,0,42,0,0,False,0,0,4,3178,3022,19,0.54545456,0.9821033581339231,451
3574758829,106573901,3,3,34,0,618,17673,0,47,10,197,20,0,3,0.352112676056338,0,5429,3,644,No[o]ne-,1704,True,1,17551,18289,3,25,3,0,200,10,0,0,0,0,2,0,0,False,0,0,6,2915,2585,13,0.5,0.8065553991554394,447
3564003018,106573901,10,7,17,0,458,18301,0,39,7,176,20,0,13,0.2203567681007345,0,1645,0,537,No[o]ne-,1906,True,0,14549,17058,2,15,0,0,147,7,0,0,0,0,0,0,0,False,0,0,12,1590,1351,11,0.5483871,0.42107379851196464,422
3563931981,106573901,4,5,17,0,598,13223,0,49,3,232,21,0,9,0.09906439185470556,0,5079,3,618,No[o]ne-,1817,True,0,18109,18715,1,59,3,0,183,3,1,0,0,0,21,0,0,False,0,0,9,2602,2460,6,0.53846157,0.7377840337824251,426
