matchid,accountid,assists,deaths,denies,firstblood,gpm,herodamage,heroheal,heroid,kills,last_hits,level,obsplaced,rune_pickups,kpm,senplaced,towerdamage,killbytower,xpm,name,duration,radiwin,win,totalgold,totalxp,kda,neukill,towerkill,courkill,lanekill,herokill,obskill,senkill,roshankill,necrokill,ancikill,obsuse,senuse,roam,obspurch,senpurch,tppurch,tenxp,tengold,tendn,tefipar,laneff,apm
3698556611,72312627,19,4,12,1,534,21694,0,20,8,215,21,0,10,0.20815264527320035,0,7511,1,498,MATUMBAMAN,2306,False,1,20523,19139,5,63,1,0,148,8,0,0,0,1,27,0,0,False,0,0,7,1971,3003,11,0.7222222,0.8958375226221597,191
3698427295,72312627,18,8,4,0,428,24225,0,49,7,213,25,1,10,0.1388888888888889,0,4149,1,542,MATUMBAMAN,3024,True,1,21571,27316,2,90,1,0,115,7,1,2,0,0,11,1,0,False,0,0,11,2590,2036,2,0.75757575,0.49989945706816813,183
3698342712,72312627,3,6,22,0,347,11547,0,47,2,141,14,0,2,0.06586169045005488,0,1965,1,306,MATUMBAMAN,1822,True,0,10537,9292,0,29,1,0,127,2,1,0,0,0,6,0,0,False,0,0,6,2646,2662,14,0.625,0.8049467122461291,182
3696501908,72312627,19,4,16,0,488,16871,0,47,7,116,16,0,0,0.26135656502800253,0,4867,3,437,MATUMBAMAN,1607,True,1,13070,11704,5,5,3,0,115,7,0,1,0,0,0,0,0,False,0,0,9,2237,1941,10,0.78125,0.6424693344057912,221
3696416896,72312627,14,7,10,0,384,14752,0,47,4,116,18,0,5,0.13325930038867298,0,2438,1,473,MATUMBAMAN,1801,False,1,11526,14197,2,23,1,0,95,4,2,1,0,0,4,0,0,False,0,0,8,1962,1611,8,0.6923077,0.47074200683691936,211
3694695589,72312627,9,2,11,0,522,14338,0,47,11,97,15,1,1,0.5124223602484472,0,2956,0,515,MATUMBAMAN,1288,False,1,11205,11055,6,2,0,0,103,11,1,0,0,0,0,1,0,False,0,0,6,2414,2308,7,0.6060606,0.8395334807963,225
3597401325,72312627,5,5,5,0,367,10828,9787,57,2,129,17,0,5,0.056153486195601315,0,162,0,389,MATUMBAMAN,2137,True,0,13071,13854,1,20,0,0,111,2,0,0,0,0,2,0,0,False,0,0,7,2782,2327,5,0.6363636,0.7586969636034587,187
3597234172,72312627,15,4,11,0,482,43202,5135,54,7,413,25,0,6,0.10406342913776015,2,2879,3,590,MATUMBAMAN,4036,True,0,32422,39687,4,124,3,0,286,7,0,0,0,0,58,0,2,False,0,2,11,2566,2382,9,0.64705884,0.798511964608888,163
3597031137,72312627,8,7,16,0,781,58011,0,80,11,732,25,0,28,0.1515499425947187,0,6889,7,579,MATUMBAMAN,4355,False,0,56687,42025,2,173,7,0,537,11,1,0,0,0,7,0,0,False,0,0,17,2963,2448,12,0.7037037,0.7422079227830284,179
3596803540,72312627,7,1,6,0,428,8389,541,40,0,96,13,1,5,0,0,1443,0,391,MATUMBAMAN,1190,True,1,8488,7754,3,40,0,0,60,0,0,0,0,0,18,1,0,False,0,0,4,1738,1408,1,0.4117647,0.5278503921174341,228
3596688904,72312627,10,3,16,0,531,18512,0,47,6,187,20,0,5,0.17973040439340987,0,3955,3,514,MATUMBAMAN,2003,True,1,17726,17159,4,27,3,0,171,6,0,0,0,0,11,0,0,False,0,0,6,2580,2436,7,0.61538464,0.7140559018700985,217
3595430302,72312627,6,9,14,0,306,10096,0,114,1,133,16,0,3,0.028873917228103948,0,285,1,336,MATUMBAMAN,2078,True,0,10597,11636,0,18,1,0,122,1,2,0,0,0,9,0,0,False,0,0,13,1713,1494,5,0.5833333,0.49447013874924595,159
3595326728,72312627,6,6,6,0,462,23974,90,19,14,155,18,0,3,0.4259634888438134,0,2038,2,466,MATUMBAMAN,1972,False,0,15184,15315,2,22,2,0,130,14,0,1,0,0,11,0,0,False,0,1,9,2311,1848,4,0.90909094,0.7019907500502715,191
3595192440,72312627,11,0,16,0,620,23450,275,19,11,273,21,0,7,0.3139866793529971,0,8321,3,565,MATUMBAMAN,2102,True,1,21720,19793,22,80,3,0,197,11,0,0,0,0,31,0,0,False,0,0,4,2289,2493,13,0.95652175,0.8871908304846169,216
3593368959,72312627,4,4,10,0,613,22825,375,19,13,373,24,0,5,0.2957906712172924,0,5036,2,600,MATUMBAMAN,2637,False,1,26941,26370,3,131,2,0,237,13,0,0,0,0,44,0,0,False,0,0,9,2817,3149,10,0.6296296,0.9422883571284939,190
3593288991,72312627,15,2,13,0,479,11383,0,77,5,160,20,0,1,0.15120967741935484,0,7431,2,541,MATUMBAMAN,1984,False,1,15838,17889,6,48,2,0,112,5,0,0,0,0,29,0,0,False,0,0,4,2485,2222,13,0.625,0.7788055499698371,208
3593194086,72312627,5,8,12,0,455,14365,0,15,4,256,21,0,6,0.10313708637730984,0,964,0,481,MATUMBAMAN,2327,False,0,17646,18654,1,82,0,0,173,4,0,0,0,1,17,0,0,False,0,0,13,2587,2405,4,0.47368422,0.6796702191835914,205
3592497127,72312627,11,0,14,0,699,10404,286,80,6,206,21,0,12,0.24209818426361804,0,9335,2,749,MATUMBAMAN,1487,False,1,17323,18562,17,46,2,0,159,6,0,0,0,0,3,0,0,False,0,0,7,3524,2554,13,0.53125,0.886185401166298,216
3592392708,72312627,14,4,10,0,521,18647,0,15,6,191,21,0,5,0.16385980883022302,0,4778,2,538,MATUMBAMAN,2197,True,1,19077,19699,4,56,2,0,132,6,1,0,1,0,22,0,0,False,0,0,9,1937,2036,7,0.6666667,0.5537904685300623,198
3563837364,72312627,21,5,18,0,556,41780,0,20,14,247,25,0,5,0.3157894736842105,0,8678,4,615,MATUMBAMAN,2660,True,1,24649,27265,5,66,4,0,186,14,0,0,1,0,31,0,0,False,0,0,8,2451,2502,18,0.81395346,0.746229640056304,192
3563757526,72312627,4,6,7,0,414,6990,0,61,2,235,18,0,3,0.05994005994005994,0,623,1,451,MATUMBAMAN,2002,False,0,13813,15048,0,130,1,0,103,2,1,0,0,0,27,0,0,False,0,0,5,3573,2812,7,0.375,0.8755278503921174,187
3562232404,72312627,17,3,8,1,631,38689,0,19,20,252,22,0,2,0.6227296315516346,0,7831,5,680,MATUMBAMAN,1927,False,1,20265,21839,9,88,5,0,149,20,0,0,1,0,16,0,0,False,0,0,3,2342,3147,6,0.8604651,0.9740599235873718,214
3562170839,72312627,16,3,9,0,535,12544,5664,36,5,142,17,1,2,0.1926782273603083,0,2734,4,528,MATUMBAMAN,1557,False,1,13883,13701,5,5,4,0,138,5,0,0,0,0,0,1,0,False,0,0,8,1969,1630,4,0.75,0.5302634224813996,223
3562039160,72312627,14,4,6,0,565,20155,1460,80,3,293,23,0,15,0.07240547063555913,0,4580,1,559,MATUMBAMAN,2486,True,0,23409,23161,3,92,1,0,192,3,0,0,0,2,0,0,0,False,0,0,11,3302,3177,5,0.7619048,0.9744620953146994,190
3561966598,72312627,9,0,7,0,499,6291,0,77,4,108,14,0,4,0.1926163723916533,0,4443,3,477,MATUMBAMAN,1246,True,1,10362,9905,13,9,3,0,100,4,0,0,0,0,1,0,0,False,0,0,2,2769,2127,6,0.52,0.7031972652322541,227
3554583049,72312627,13,5,5,0,556,26921,2361,54,17,139,21,0,5,0.5105105105105106,0,3141,2,585,MATUMBAMAN,1998,True,1,18514,19480,5,15,2,0,122,17,1,0,1,0,5,0,0,False,0,0,10,2263,2469,2,0.65217394,0.796702191835914,183
3554472677,72312627,17,7,10,0,368,32941,0,47,4,285,25,0,14,0.05809731299927378,0,4078,1,536,MATUMBAMAN,4131,True,0,25336,36903,2,96,1,0,194,4,0,2,0,0,14,0,0,False,0,0,16,2421,1713,7,0.7241379,0.575507741805751,176
3552339511,72312627,3,3,6,0,371,7404,0,44,2,170,15,0,8,0.06662965019433649,0,306,0,376,MATUMBAMAN,1801,True,0,11136,11286,1,87,0,0,89,2,0,0,0,0,23,0,0,False,0,0,6,2526,2165,5,0.8333333,0.5994369595817414,205
3552253587,72312627,13,0,4,1,629,20376,0,77,18,175,23,0,3,0.5956977385548814,0,10379,6,751,MATUMBAMAN,1813,False,1,19006,22692,31,40,6,0,121,18,1,1,0,2,3,0,0,False,0,0,5,2665,2395,4,0.7948718,0.8152020912929822,213
3550781676,72312627,8,3,16,0,500,23241,1435,54,11,180,23,0,2,0.284115368058545,0,6001,3,585,MATUMBAMAN,2323,False,1,19358,22649,4,40,3,0,127,11,1,1,0,7,12,0,0,True,0,0,9,2093,2226,10,0.5277778,0.6235672632213956,166
3550720735,72312627,7,1,15,0,701,11414,0,80,5,154,17,0,10,0.2051983584131327,0,12549,4,561,MATUMBAMAN,1462,False,1,17081,13669,6,17,4,0,128,5,0,0,1,2,0,0,0,False,0,0,8,3350,2818,14,0.5714286,0.9694349487231048,229
3550606727,72312627,7,2,16,1,612,35280,3694,54,17,251,24,0,10,0.4003139717425432,0,7274,3,618,MATUMBAMAN,2548,False,1,25989,26244,8,60,3,1,178,17,0,0,2,0,35,0,0,False,0,0,6,2274,2843,10,0.7741935,0.8530062336617735,198
3550508063,72312627,7,3,8,0,636,12814,0,80,3,219,19,0,17,0.09036144578313253,0,9236,3,487,MATUMBAMAN,1992,True,1,21115,16168,2,51,3,0,162,3,0,0,1,0,0,0,0,False,0,0,10,2389,2161,7,0.33333334,0.772370802332596,203
3545411013,72312627,7,0,15,0,639,12690,591,54,9,161,16,0,4,0.40178571428571425,0,6719,3,540,MATUMBAMAN,1344,True,1,14313,12096,16,10,3,0,149,9,0,0,1,0,1,0,0,False,0,0,4,3539,3075,11,0.5714286,0.9565654534486225,221
3545330410,72312627,8,2,14,0,639,10521,0,80,3,170,19,0,13,0.11242973141786385,0,11027,3,615,MATUMBAMAN,1601,False,1,17050,16410,3,40,3,0,117,3,0,0,0,3,0,0,0,False,0,0,8,2963,2299,10,0.34375,0.6925397144580736,209
3545253155,72312627,6,1,2,0,522,14005,0,77,8,121,15,0,1,0.375,0,5899,3,509,MATUMBAMAN,1280,False,1,11136,10858,7,18,3,0,94,10,0,0,0,0,0,0,0,False,0,0,5,2106,2070,1,0.46666667,0.6426704202694551,226
3545125310,72312627,7,7,7,0,548,35523,0,39,10,315,25,0,26,0.20484807101399796,0,1555,1,630,MATUMBAMAN,2929,False,0,26751,30754,2,90,1,0,223,10,0,0,1,0,9,0,0,False,0,0,10,2462,2033,4,0.68,0.6941484013673839,196
3544999229,72312627,3,7,5,0,404,18247,0,70,8,178,19,1,8,0.19900497512437812,0,1009,1,400,MATUMBAMAN,2412,False,0,16240,16080,1,85,1,0,91,8,0,0,2,0,32,1,0,False,0,0,9,3693,3854,5,0.5,1.0416247737784035,186
3543084625,72312627,6,3,5,0,577,12242,1263,61,8,243,21,0,9,0.24628014366341713,0,7359,4,583,MATUMBAMAN,1949,True,1,18742,18937,3,150,4,0,80,8,2,1,1,0,36,0,0,False,0,0,4,3105,3071,3,0.44827586,0.9965815403177156,206
3542962816,72312627,13,3,14,0,634,14947,0,80,4,308,24,0,27,0.09202453987730061,0,15682,6,561,MATUMBAMAN,2608,True,1,27557,24384,4,138,6,0,165,4,0,0,1,0,8,0,0,False,0,0,11,1826,1903,6,0.77272725,0.6287954956766539,197
3538465716,72312627,15,8,8,0,499,32775,0,47,15,368,25,0,2,0.273972602739726,1,9113,5,534,MATUMBAMAN,3285,False,1,27320,29236,3,46,5,0,289,15,1,0,1,0,9,0,1,False,0,0,8,2605,2004,4,0.6976744,0.7609089081037603,192
3538372616,72312627,16,5,11,0,439,24677,2963,36,7,173,21,0,9,0.18600531443755536,0,2965,1,514,MATUMBAMAN,2258,True,1,16521,19343,3,37,1,0,139,7,0,0,0,0,0,0,0,False,0,0,10,3339,2789,10,0.575,0.778001206515182,189
3538209536,72312627,10,2,10,0,427,11836,0,47,4,130,16,0,4,0.1410105757931845,0,2126,2,407,MATUMBAMAN,1702,True,1,12112,11545,4,7,2,0,121,4,2,2,0,0,0,0,0,False,0,0,7,1944,1837,6,0.4,0.5551980695757088,223
3538073823,72312627,16,5,27,0,565,35341,0,47,9,246,23,0,4,0.2363238512035011,0,5436,3,586,MATUMBAMAN,2285,False,1,21517,22316,4,45,3,0,216,9,0,0,0,0,8,0,0,False,0,0,10,3087,2432,21,0.78125,0.8244520410215161,203
3530260459,72312627,4,5,20,0,433,20729,1764,4,5,228,20,0,4,0.14058106841611995,0,75,1,494,MATUMBAMAN,2134,True,0,15400,17569,1,38,1,0,205,5,1,0,0,0,9,0,0,False,0,0,6,3553,3065,16,0.75,0.7971043635632415,217
3530161568,72312627,4,4,3,0,315,9960,0,72,1,145,15,0,5,0.031864046733935204,0,961,0,327,MATUMBAMAN,1883,False,0,9885,10262,1,46,0,0,99,1,0,0,0,0,7,0,0,True,0,0,11,2366,1710,2,0.45454547,0.5025135732957973,188
3530018295,72312627,13,2,7,0,491,34200,1715,36,9,295,25,0,8,0.18499486125385406,0,2418,1,568,MATUMBAMAN,2919,False,1,23887,27633,7,55,1,0,216,9,0,0,0,0,12,0,0,False,0,0,9,2810,2801,7,0.78571427,0.8503921174341443,206
3528450522,72312627,7,4,11,0,592,10060,0,61,5,246,23,1,3,0.1482213438735178,4,8849,5,693,MATUMBAMAN,2024,True,1,19970,23377,2,56,5,0,185,5,0,0,0,0,32,1,3,False,0,3,5,3437,3337,11,0.4,0.9442992157651318,203
3528329524,72312627,30,12,6,0,606,80530,0,40,11,612,25,0,5,0.16772554002541298,0,9592,3,596,MATUMBAMAN,3935,True,1,39743,39087,3,38,3,0,483,11,2,3,0,0,5,0,0,False,0,0,16,1993,1535,6,0.66129035,0.4749648099738588,184
3525994644,72312627,8,8,4,0,432,16621,0,61,3,313,25,0,7,0.06373937677053824,2,1413,0,612,MATUMBAMAN,2824,True,0,20332,28804,1,153,0,1,147,3,2,5,0,0,63,0,2,False,0,1,10,3771,2689,4,0.6111111,0.8475769153428514,198
3525840237,72312627,11,5,3,0,586,46494,0,61,15,408,25,0,8,0.251959686450168,1,4617,1,739,MATUMBAMAN,3572,True,1,34886,43995,4,178,1,0,223,15,0,1,2,0,81,0,1,False,0,0,4,3734,3399,3,0.53061223,1.117635230243314,196
3525706372,72312627,6,6,6,0,410,32491,0,40,5,230,20,0,2,0.1294777729823047,0,374,0,470,MATUMBAMAN,2317,True,0,15832,18149,1,58,0,1,167,5,0,1,0,0,24,0,0,False,0,0,11,2291,1783,5,0.64705884,0.5284536497084255,201
